statement,label_binary
Says George Soros and Bill Gates are funding a bioweapons lab in Sierra Leone that caused the Ebola outbreak.,1
"I differed with my party on business legislation, on consumer protection, and on free trade agreements.",1
Texas is one of only a handful of states that does not have an equal pay law.,1
The people that perpetrated that travesty in San Bernardino had never been to the Middle East.,1
Says Attorney General Eric Holder recently revealed this idea to have government have gun owners wear special bracelets that would identify you as a gun owner.,1
"Says the state auditor found that 37 percent of the 428,000 students receiving free and reduced-price lunches are ineligible.",1
On advancing state money for a Formula One race,1
Right now were the highest taxed country in the world.,1
The New York Times writes this long story about Donald Trumps tax returns but didnt point out there was no wrongdoing until paragraph 18.,1
Says approximately 70 percent of jobs created in the United States in November 2007-2008 were in Texas.,1
"Among Syrian refugees, there arent that many women, there arent that many children.",1
Vows to keep Georgias race for governor civil and focused on the positive.,1
Transporting drugs is the price of admission for people crossing the border illegally.,1
Says House Republicans spent $50 million on 33 votes to repeal Obamacare.,1
"Ken Hodges badly botched this investigation and, as a result, justice wasnt done in this case.",1
"I have a perfect voting record from organizations like the Veterans of Foreign Wars, the American Legion and all the other veterans service organizations.",1
Repealing the health care law would save $95 billion in 2016.,1
On raising taxes.,1
Says Ocean Spray is moving its Bordentown processing facility to Pennsylvania largely because of costs associated with the Regional Greenhouse Gas Initiative.,1
Inner-city crime is reaching record levels.,1
There are no similar clips of Newt Gingrich talking about how ineffective President Bush was in trying to control North Korea.,1
Phoenix is already one of the kidnapping capitals of the world.,1
The economy began its nose dive when Democrats took control of Congress in January 2007.,1
Not one Republican has the guts to recognize that climate change is real.,1
Nobodys invited us to the Obama events in Atlanta.,1
On restoring voting rights to non-violent felons.,1
Planned Parenthood is nothing more than a referral service. They dont do anything except profit from killing babies and then selling body parts of those aborted babies.,1
Wendy Davis opposes any limits on abortion.,1
"Says Harry Reid, when asked about the Republican field, said the Republican he likes the best is Donald Trump, and he said, because I can work with him. Hell cut deals.",1
"Says that all those who do not answer directly to the president, theyve said (repealing Dont Ask, Dont Tell) is a terrible idea.",1
10 cents on thedollar from the Clinton Foundation goes to charitable causes.,1
This (parent trigger) legislation was drafted by President Obamas top advisers. It was drafted by President Clintons top advisers.,1
Glen Sturtevant is against smaller class sizes.,1
Says Ann Kuster said the debate over Americas debt limit is not an important issue of the day.,1
"At Texas AM University, only 49 out of 3,000 faculty members brought in enough money to pay for their salaries and overhead over the past five years.",1
"President Obama ""doesn't ... want to admit we're at war.""",1
Says Barack Obama is getting his nominees confirmed faster than President (George W.) Bush was at the same time in his second term.,1
Were inches away from no longer having a free economy.,1
"Gov. Scott Walker received a $7,300 pay raise.",1
"If the U.S. didnt borrow $1.2 trillion every year to fund government operations, that money would be available for entrepreneurs and business people to put to work creating jobs and building and expanding their businesses.",1
The cap-and-trade bill before Congress prevents you from selling your home without the permission of the EPA administrator.,1
Sean Duffy backed plan to privatize Social Security.,1
Homicides against blacks have tripled since Floridas stand your ground law has been in existence.,1
Theres no money in Social Security.,1
Says library district would come at no direct cost to the city budget.,1
"In 2007, when Nancy Pelosi met with President Assad of Syria, nobody got upset.",1
"Says while serving in the city council, Rachel Zenzinger voted to use tax dollars to take a taxpayer-funded junket to China.",1
"If the House of Representatives fails to extend the middle-class tax cuts, 400,000 middle-class Rhode Island families will see their federal income taxes increase.",1
Says that Starbucks took Christmas off of their brand new cups.,1
It is Hillary Clintons agenda to release the violent criminals from jail. She wants them all released.,1
"New financial regulation ""actually guarantees future bailouts of Wall Street banks.""",1
We (Trump University)have an A from the Better Business Bureau.,1
I'm glad for the wording of it (an ethics report on corporate-sponsored Congressional trips) because clearly the wording exonerates me.,1
In 20 years there will be enough Muslim voters in the U.S. to elect the president by themselves.,1
"Amendments (Hillary Clinton) supported and voted for in 2006, she no longer supported in 2008, showing she changed positions on an India nuclear deal.",1
"Under the Hate Crimes bill, ""any pastor, preacher, priest, rabbi or imam who gives a sermon out of their moral traditions about sexual practices could be found guilty of a federal crime.""",1
